微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HsPdVyhga,疏楼公子,女,江苏,391,366,疏楼公子:因为各种忙很久没进电影院了，刚刚终于把流浪地球电影看了……别的就不说了，我只想流泪。没能去电影院看真的太遗憾了。  ,无,无,2019/5/5 21:28,老年机iPhone客户端,0,0,0
HsPcoaJ7t,醉染红尘_容,女,青海,96,2,醉染红尘_容:#孟美岐蒙牛纯甄好喝鉴定官#《犟》一镜到底Dance版本!:http://t.cn/ES6qayd孟美岐三行情书#康师傅冰红茶燃战队代言人岐遇<星唇妆%ep]个人首封*终于发vlog了&首张个人ep>犟》资源，第一之所以为第一;急出东北话<碧瑶》ELLEMEN新青年[流浪地球&挑战孟美岐的biki照%小时候[幸运球*2019还要一起^能穿鞋跳舞了.童年照.横冲直撞20岁%用孟美岐的方式说情话好好看[空中软带舞]继续努力永不认输*新歌MV]加油<科颜氏首位美肤体验官》时尚健康秒切&篮球大唱片<中华魔丽迅白^质优~给爸妈的信^高洁丝100年品牌大使&舞蹈& ,无,无,2019/5/5 21:25,微博 weibo.com,0,0,0
HsPch1G6J,似衣羽,女,浙江,462,792,似衣羽:想起来昨晚小弟说他花了12块钱又在网上看了一遍正版的流浪地球，他真是爱这部电影啊。  ,无,无,2019/5/5 21:24,HUAWEI P20,0,0,0
HsPaZwGIM,锦衣夜行者也,男,西藏,142,1064,锦衣夜行者也:#锦衣夜行者说[超话]#看流浪地球。听到熟悉的语言，面孔和剧情，再看看场景，有种恍如隔世的熟悉陌生感，总觉得很突兀，很不自在。也许欧美科幻巨制看多了。本能的条件反射式的把科幻等同于欧美西式专属了。思维固化的窠臼果然可怕的可怜！  ,无,无,2019/5/5 21:21,锦衣夜行者说超话,0,0,0
HsPaPcrfw,化妆师-楚锶Niko,女,广东,122,127,化妆师-楚锶Niko:10天看完一本，看书速度越来越快的我，还是不及马云一年100本呀！马云您就告诉我您是怎么做到一年100本的，2018年的读书计划到底有没完成#流浪地球##刘慈欣# 广州·洛浦  显示地图 [组图共3张] 原图 ,无,无,2019/5/5 21:21,iPhone客户端,0,0,5
HsPaMy6Yd,海峡卫视,女,福建,1513,787252,海峡卫视:青春是一场追梦之旅，年轻的你要做追梦者，也要做圆梦人。一起听《流浪地球》导演@FrantGwo郭帆 、奥运冠军@陈若琳Sunny 、故宫文物修复师杨晓晨带来他们的励志追梦故事！ #奋斗吧青春#  （湖南卫视王琴工作室）湖南卫视王琴工作室的秒拍视频  ,无,无,2019/5/5 21:21,微博 weibo.com,4,1,0
HsPaI5ogT,安好如初_回归初心,男,青海,105,10,安好如初_回归初心:#孟美岐中华魔丽迅白#《犟》一镜到底Dance版本!:http://t.cn/ES6qayd孟美岐第一之所以为第一#电子刊:继续努力永不认输舞蹈》给爸妈的信]ep>能穿鞋跳舞了[挑战孟美岐的biki照:好好看;幸运球》小时候《康师傅冰红茶燃战队代言人:终于发vlog了》碧瑶>蒙牛纯甄好喝鉴定官]星唇妆<童年照]科颜氏首位美肤体验官篮球大唱片*三行情书《急出东北话]流浪地球《空中软带舞]ELLEMEN新青年>个人首封》首张个人ep*横冲直撞20岁加油<欢洽~用孟美岐的方式说情话]资源>2019还要一起*时尚健康秒切犟，岐遇，高洁丝100年品牌大使》 ,无,无,2019/5/5 21:20,微博 weibo.com,0,0,0
HsP9o0IjQ,沉默清清9,男,广东,694,152,沉默清清9:《看到《攀登者》的拍摄环境，就明白吴京为何有百亿票房号召力了》说到吴京大哥，大家应该没有不认识的吧，前段时间大火的两部电影《战狼2》和《流浪地球》直接将他推上百亿影帝的宝座。http://t.cn/EoLKD1I  原图 ,无,无,2019/5/5 21:17,百度App,3,0,0
HsP9i2acS,孤独的咕噜咩,男,海外,1945,406,孤独的咕噜咩:网飞买了流浪地球 我也来跟风看看了  ,无,无,2019/5/5 21:17,iPhone X,1,0,3
HsP9evF4O,厚黑脏丸,男,山西,20,7,厚黑脏丸:#山支牌海底捞[超话]# [挤眼] #孟美岐 犟#  山支大哥 岐遇，《第一之所以为第一，<首张个人ep，星唇妆:个人首封，舞蹈^康师傅冰红茶燃战队代言人，履险如夷~一封家书*ELLEMEN新青年%能穿鞋跳舞了:2019还要一起*童年照:幸运球>急出东北话》资源:碧瑶&给爸妈的信].好好看》加油》电子刊%篮球大唱片[流浪地球 mmq@火箭少女101_孟美岐 ,无,无,2019/5/5 21:17,山支牌海底捞超话,0,0,9
HsP8ajMaS,大丑鬼滴小莹纸呀爱旅行,女,广东,38,31,大丑鬼滴小莹纸呀爱旅行:#山支牌海底捞[超话]# [心] #孟美岐 犟#  mmq 山支大哥 继续努力永不认输给爸妈的信]ELLEMEN新青年，伸张~篮球大唱片.时尚健康秒切》挑战孟美岐的biki照;首张个人ep>蒙牛纯甄好喝鉴定官<星唇妆流浪地球，童年照<电子刊*好好看;个人首封&能穿鞋跳舞了^ep《科颜氏首位美肤体验官》毛毛球@火箭少女101_孟美岐 ,无,无,2019/5/5 21:14,山支牌海底捞超话,0,0,6
HsP6sepGf,白菜总动员,女,北京,67,840825,白菜总动员:【88】KISS ME   眼线笔✨Kiss me家的眼妆一直都是我的心头好哇！可以说是手残党的福音了~人生中第一次画出来成功的眼线就是用这支眼线笔！真的非常很好驾驭了?✨0.1mm的极细笔尖设计，只要不手抖，一笔描过很自然的~不管是隐藏的内眼线还是上下眼线都不是问题！✨防水性是我用过的最好的！之前去看流浪地球用的就是这支，疯狂流泪眼妆都没有花！ [组图共9张] 原图 ,无,无,2019/5/5 21:10,微博 weibo.com,26,0,2
HsP6rCKjA,优品小蜜,女,其他,82,146229,优品小蜜:【88】KISS ME   眼线笔✨Kiss me家的眼妆一直都是我的心头好哇！可以说是手残党的福音了~人生中第一次画出来成功的眼线就是用这支眼线笔！真的非常很好驾驭了?✨0.1mm的极细笔尖设计，只要不手抖，一笔描过很自然的~不管是隐藏的内眼线还是上下眼线都不是问题！✨防水性是我用过的最好的！之前去看流浪地球用的就是这支，疯狂流泪眼妆都没有花！ [组图共9张] 原图 ,无,无,2019/5/5 21:10,微博 weibo.com,0,0,1
HsP41f7rb,YZM柚子影音库,女,上海,85,2618,YZM柚子影音库:今日更新[补]流浪地球http://t.cn/EoLJYgj  ,无,无,2019/5/5 21:04,YZM iPhone客户端,1,0,0
HsP3X7I9Z,chiu_行走日本,男,海外,258,175,chiu_行走日本:#流浪地球#今晚终于看完了流浪地球，没说的，精品！网上键盘侠谁以后再黑流浪地球给他一大耳光子。  原图 ,无,无,2019/5/5 21:04,iPhone客户端,0,0,0
HsP3SF8TD,赵今麦小尾巴,女,其他,61,1340,赵今麦小尾巴:#赵今麦[超话]# 妹妹发ins啦～嗯 不工作的日子 妹妹有好好的休息  好好自拍 吃着小点心🤳 看着喜欢的书 还有《流浪地球》小彩蛋[微风]  [组图共4张] 原图 ,无,无,2019/5/5 21:04,赵今麦超话,5,0,0
HsP3H953a,我这名字是不是很可爱,女,广东,150,8240,我这名字是不是很可爱:发布了头条文章：《看完《复联4》，才知道我们《流浪地球》差距有多大》  看完《复联4》，才知道我们《流浪地球》差距有多大  ,无,无,2019/5/5 21:03,微博 weibo.com,0,0,0
HsP2nyUky,一诺的梦想,男,江苏,284,260,一诺的梦想:【温情八卦自媒体】春节档电影《流浪地球》已经上映88天了，票房已经达到了46.54亿，成为目前内地票房第二的 差别真大！《流浪地球》：国内会员必须付6元，国外会员全部免费看 http://t.cn/EoLMNwT  原图 ,无,无,2019/5/5 21:00,UC浏览器Android,0,0,0
HsP2guYKf,用户6598899747,女,湖南,59,14,用户6598899747:我点评了流浪地球：  ,无,无,2019/5/5 21:00,红米Redmi,1,0,0
HsP14BIj0,青春无悔fzy,女,安徽,34,15,青春无悔fzy:流浪地球绝望与希望并存，我想希望就是我相信希望，并全力去努力  ,无,无,2019/5/5 20:57,前置双摄vivo X9,0,0,0
HsP0Z0D7t,毛球毛球长大啦,男,其他,97,43,毛球毛球长大啦:#孟美岐 犟# 山支大哥 #孟美岐三行情书#个人首封星唇妆%高洁丝100年品牌大使[时尚健康秒切^科颜氏首位美肤体验官&康师傅冰红茶燃战队代言人^中华魔丽迅白好好看，专心致志~舞蹈*加油[ep.蒙牛纯甄好喝鉴定官>空中软带舞，给爸妈的信:能穿鞋跳舞了》用孟美岐的方式说情话*ELLEMEN新青年》小时候<流浪地球[2019还要一起;碧瑶[继续努力永不认输，急出东北话[@火箭少女101_孟美岐 原图 ,无,无,2019/5/5 20:56,Android,0,0,0
HsP0m2ASZ,属于无力的善良,男,其他,1478,59292,属于无力的善良:我实在很难相信有人既没看过星球大战，又没看过流浪地球，然后上街也从来不留意任何广告（流浪地球的广告那段时候可不少，暴风兵的形象是个玩具店都有）编辑应该是个高级黑  原图 ,无,无,2019/5/5 20:55,360安全浏览器,22,3,13
HsOZqqeRy,沙漠仙人掌缺水啦,男,其他,87,36,沙漠仙人掌缺水啦:#孟美岐 犟# 山支大哥 #孟美岐星唇妆#急出东北话%小时候，2019还要一起^ep》给爸妈的信《空中软带舞<中华魔丽迅白:时尚健康秒切，个人首封》康师傅冰红茶燃战队代言人《资源>蒙牛纯甄好喝鉴定官[ELLEMEN新青年*横冲直撞20岁[童年照[岐遇%碧瑶[觊觎~流浪地球:第一之所以为第一.用孟美岐的方式说情话[挑战孟美岐的biki照^电子刊;加油%@火箭少女101_孟美岐 原图 ,无,无,2019/5/5 20:53,Android,0,0,0
HsOYruG8r,乖丫頭菲,女,湖南,747,83,乖丫頭菲:#电影流浪地球##流浪地球# 中国第一部硬科幻电影取得佳绩之时，也正值思无邪开张之际。新春喜气临门，工作室发波福利给大家，转发此微博并关注////电影流浪地球 和////思无邪电影美术工作室 ，抽5名粉丝朋友送每人一件图中官方正版手办。祝流浪地球票房再创佳绩，十亿票房达成那天抽奖  ,无,无,2019/5/5 20:50,Android客户端,0,0,0
HsOXCnKuL,那年的花-石莲花,男,其他,116,41,那年的花-石莲花:#孟美岐 犟# 山支大哥 #孟美岐继续努力永不认输#给爸妈的信[名实相符~资源]ep:横冲直撞20岁<好好看《舞蹈<篮球大唱片电子刊;中华魔丽迅白<童年照.第一之所以为第一^科颜氏首位美肤体验官:岐遇[蒙牛纯甄好喝鉴定官<加油: 犟》能穿鞋跳舞了>2019还要一起;首张个人ep;空中软带舞%星唇妆^ELLEMEN新青年]个人首封<幸运球^流浪地球]挑战孟美岐的biki照@火箭少女101_孟美岐 原图 ,无,无,2019/5/5 20:48,荣耀V10 我AI的快,0,0,0
HsOVzCEiU,·桃子岐泡水,女,其他,266,1230,·桃子岐泡水:#孟美岐ep# 山支大哥 #孟美岐 犟#似天使的~资源.好好看%用孟美岐的方式说情话^幸运球. 犟，流浪地球>挑战孟美岐的biki照^小时候*2019还要一起:高洁丝100年品牌大使*第一之所以为第一[中华魔丽迅白[碧瑶*加油:电子刊:童年照>舞蹈《给爸妈的信[继续努力永不认输]时尚健康秒切>科颜氏首位美肤体验官，急出东北话.岐遇^三行情书^@火箭少女101_孟美岐 ,无,无,2019/5/5 20:43,犟iPhone客户端,0,0,0
HsOVkwY7x,CraigZheng,男,海外,579,381,CraigZheng:在家二刷#流浪地球#  原图 ,无,无,2019/5/5 20:42,iPhone,1,0,0
HsOVb4ABY,我枪,男,新疆,992,1423,我枪:毕业晚会整一哈二少女图和流浪地球有点吉儿忙  原图 ,无,无,2019/5/5 20:42,Android,0,0,3
HsOUJ1PNZ,石乐无智,女,其他,374,122,石乐无智:昨天带弟弟去天文馆我：这是太阳系，这个最大的是，是啥来着？牌子呢？弟弟：木星我：？弟弟：上面都是氢气我：？#都是看过流浪地球的人为什么你的记性这么好#  原图 ,无,无,2019/5/5 20:41,iPhone客户端,0,0,0
HsOQwamyQ,岐门盾甲,女,其他,780,10567,岐门盾甲:#山支牌海底捞[超话]# [米奇比心] #孟美岐 犟# 山支大哥 #孟美岐加油#在线互捞！！！！首张个人ep>高洁丝100年品牌大使[岐遇%空中软带舞.继续努力永不认输[时尚健康秒切舞蹈%第一之所以为第一;mmq用孟美岐的方式说情话;流浪地球电子刊>好好看.个人首封]加油童年照%星唇妆[急出东北话%给爸妈的信>毛毛球幸运球*能穿鞋跳舞了[米奇比心]@火箭少女101_孟美岐 原图 ,无,无,2019/5/5 20:31,山支牌海底捞超话,1,0,17
HsOPIrJnu,晨龙腾飞,男,河北,2614,1217,晨龙腾飞:[精选] “流浪地球”计划成真？星系碰撞，太阳系毁灭时间可能...。查看👉👉👉http://t.cn/EoLLi5q  原图 ,无,无,2019/5/5 20:29,趣头条,0,0,0
HsOPnbUbp,度-JuneLi,男,河北,99,54,度-JuneLi:未知旅程，自己主演的一部流浪地球开始了。   秦皇岛  显示地图 ,无,无,2019/5/5 20:28,小米MIX2S 全面屏,0,0,1
HsOLYxLgt,海角七号vics,男,浙江,98,178,海角七号vics:#郭帆[超话]#这防护服是真的好看啊#电影流浪地球#  [组图共3张] 原图 ,无,无,2019/5/5 20:19,郭帆超话,4,0,0
HsOHpaxFT,micky古道斜阳,男,海外,1514,190,micky古道斜阳:#孟美岐有种# 山支大哥 #孟美岐小时候# 直拍～跳舞”碧瑶？流浪地球…童年照可爱-空中软带舞%岐遇&好好看！新歌）横冲直撞二十岁……与孟美岐的五年之约；2019还要一起*三行情书💌1015生日快乐\中华魔丽迅白牙膏、一封家书，挑战自我！全能C位-舞台王者往后的余生 我只要你  ,无,无,2019/5/5 20:08,一个马鹿给Android,0,0,0
HsOGkktFo,愈来愈宅俞远,女,四川,314,29,"愈来愈宅俞远:今天流浪地球可以在优酷上看了。虽然已经在电影院和娃看过了，还是忍不住点开。午逸看到片头地球走时说:""月亮就这样被抛弃了？""我""嗯""午逸:""月亮跟地球这么久，竟然就这样被抛弃了？""我沉默。这娃也从没机会上网冲浪，这应该是他自己的想法。看来人类的想法大致想通。然后他又自言自语:""算了，可能以后的旅程会遇到其他不同的守护者吧""午逸，你才九岁啊！你也不看网络小说啊! 这是什么绝美小说CP桥段? ",无,无,2019/5/5 20:06,华为P9手机摄影再突破,0,0,0
HsOCiBTuH,给我一个小岐软糖,女,北京,339,1225,给我一个小岐软糖:#孟美岐 犟# 山支大哥 #孟美岐中华魔丽迅白#ELLEMEN新青年》时尚健康秒切<继续努力永不认输;蒙牛纯甄好喝鉴定官%资源.个人首封，第一之所以为第一，挑战孟美岐的biki照，幸运球^康师傅冰红茶燃战队代言人，受锺爱的~科颜氏首位美肤体验官，加油^星唇妆>急出东北话>给爸妈的信]电子刊.2019还要一起<流浪地球《首张个人ep&空中软带舞<篮球大唱片%@火箭少女101_孟美岐 ,无,无,2019/5/5 19:56,风筝自由iPhone 7 Plus,0,0,0
HsOzNg4Yz,襄阳小邢警,男,湖北,2215,58616,襄阳小邢警:《辽宁卫视》：大学生扮《流浪地球》战士在景区玩快闪 倡导科技强国。 辽宁卫视小编确定不是“流浪死星”吗？是我孤陋寡闻还是小编视力不好，吓得我还以为白兵会摆出了经典的瓦肯族手势并且大喊「生生不息、原力与你同在！！！」 极游组的秒拍视频  ,无,无,2019/5/5 19:49,iPhone客户端,3,4,4
HsOveriUQ,福旺,男,其他,1272,257035,福旺:发布了头条文章：《《流浪地球》网播被骂，国内会员收费6元，国外会员却可以免费看》  《流浪地球》网播被骂，国内会员收费6元，国外会员却可以免费看  ,无,无,2019/5/5 19:38,微博 weibo.com,2,0,5
HsO4A5f9K,開啟飛行模式M,女,其他,185,1113,開啟飛行模式M:#山支牌海底捞[超话]# mmq#孟美岐 犟# 山支大队捞捞我 我还能控评[泪]#孟美岐 犟# 山支大哥 #孟美岐首张个人ep# >幸运球.流浪地球>加油.ep]高洁丝100年品牌大使:碧瑶星唇妆;2019还要一起^科颜氏首位美肤体验官&电子刊，挑战孟美岐的biki照[急出东北话&舞蹈&岐遇^能穿鞋跳舞了&个人首封<小时候[适意~ELLEMEN新青年]好好看%第一之所以为第一童年照] [组图共3张] 原图 ,无,无,2019/5/5 18:33,山支牌海底捞超话,0,0,0
HsNFHhcZz,乐乐茶绿提,女,河南,250,104,乐乐茶绿提:#孟美岐 all combo##孟美岐星唇妆# 山支大哥 #孟美岐横冲直撞20岁#流浪地球空中软带舞~资源]高洁丝100年品牌大使%童年照>科颜氏首位美肤体验官*能穿鞋跳舞了~蒙牛纯甄好喝鉴定官~康师傅冰红茶燃战队代言人[小时候~ELLEMEN新青年《中华魔丽迅白>给爸妈的信>挑战孟美岐的biki照>2019还要一起《篮球大唱片<个人首封[用孟美岐的方式说情话*继续努力永不认输^三行情书]岐遇》碧瑶《时尚健康秒切*电子刊 [组图共9张] 原图 ,无,无,2019/5/5 17:31,vivo智能手机,2,0,2
HsN9iwDlw,狂王Alter,男,其他,604,1065,狂王Alter:当时看了战狼2觉得这部电影很燃很棒啊，就去三刷了(主要是因为意外发现了我家KIKI在里边儿是反派)，打开微博真是铺天盖地的全网黑……首页就没个不骂战狼和吴京的人在，不过我理解为是对战狼票房的酸罢辽。那时候各大营销号截了吴京的采访说他崆峒说他看不起“娘炮”，总之就是各种引战，但如果你真的有心去把完整的采访扒一下你就会发现其实根本不是那么回事儿……媒体的捕风捉影和舆论的易被引导性罢。流浪地球上映之后吴京意外的圈了不少粉，当初黑他很现在捧他的人都是同一批呢我可记得了战狼2的票房是他辛辛苦苦用自己的努力拉回来的，拍完了战狼2之后他好像根本就没钱宣传了，意外的票房大卖肯定是大把人眼红呗，反正我没懂他们黑电影剧情的点儿在哪，我三刷了我觉得objk没什么大问题，是国产电影里面少有的良心之作。那些爆炸镜头武打动作他都没有用过替身吧，大大小小的爆炸他都是亲自去完成的，不信的你随便去腾讯啊各大视频APP搜一下战狼2花絮，都有的，不知道为什么总有人明明知道这件事却选择性忽略……别的不说就拍戏这方面他真的很敬业，而且他也是一个爱老婆顾家的人，他对同性恋也是很包容的好吗(前段时间首页转过采访，完全就不是之前媒体传的那回事)，可能他有在某些方面有些直男但我觉得三观是没问题的。一直想说好久了今天就一次性说了吧。刚刚看完流浪地球，感觉还行 战狼和吴京的善意玩梗我接受，嘲讽和人身攻击不接受 [组图共2张] 原图 ,无,无,2019/5/5 16:11,莫斯😚的Android,20,1,13
